web_scraper_order,web_scraper_start_url,rooms_area_price_raw_1,rooms_area_price_raw_2,rooms_area_price_raw_3,rooms_area_price_raw_4,rooms_area_price_raw_5,price_raw_1,price_raw_2,price_raw_3,price_raw_4,price_raw_5,address_raw_1,address_raw_2,address_raw_3,address_raw_4,address_raw_5,description_raw_1,description_raw_2,description_raw_3,description_raw_4,description_raw_5,text_raw_1,text_raw_2,text_raw_3,text_raw_4,text_raw_5
"1789666068-78","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","3.5 Zimmer","CHF 2'890.–","","","","CHF 2'890.–","","","","","Marktgasse 51, 8400 Winterthur, 8400 Winterthur","","","","","Wohnen über den Dächern von Winterthur","","","","","Per 1. November 2026 vermieten wir eine charmante 3.5-Zimmer-Maisonette-Wohnung mitten in der historischen Altstadt von Winterthur.Die Wohnung besticht durch ihren besonderen Grundriss, viel Licht und einen wunderschönen Ausblick über die Stadt. Wer das urbane Leben liebt und gleichzeitig ein Zuhause mit besonderem Charme sucht, wird sich hier wohlfühlen.Die Wohnung bietet Ihnen unter anderem:-Wunderschöner Ausblick -Helle und freundliche Räumlichkeiten-Balkon mit Aussicht-Grosszügige Küche-Interessanter und individueller Grundriss-Charmantes Wohnzimmer mit Schwedenofen-Separates WC-Schlafzimmer sowie zusätzliches Zimmer, ideal als Büro oder Kinderzimmer-Eigener WaschturmMitten in der Altstadt und mitten im Leben: Restaurants, Cafés, Einkaufsmöglichkeiten und das vielfältige kulturelle Angebot von Winterthur befinden sich direkt vor der Haustüre.Bitte beachten Sie, dass keine Auto-Parkplätze zur Wohnung gehören bzw. zur Verfügung stehen.Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.","","","",""
"1789666068-79","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","2.5 Zimmer","170m²","CHF 3'580.–","","","CHF 3'580.–","","","","","Katharina Sulzer Platz 8, 8400 Winterthur","","","","","Modernes Wohnen garantiert! - Mieten ohne Kaution","","","","","- hohe Räume und grosse Fenster- origineller Grundriss- alle Wohnräume Parkett- Küche/Bad Feinsteinzeugplatten- untere Etage mit Küche und Wohnbereich- obere Etage mit Galerie - grosse Küche mit Geschirrspüler, Glaskeramik und Steamer- Bad mit eigenem Waschturm- elektrische Lamellenstoren - Parterre- Kellerabteil- öffentl. Verkehr, Einkauf und Stadtzentrum zu Fuss erreichbar- Einstellplätze à Fr. 175.--/Mt. vorhandenDie Bilder entsprechen dem StandardAktuell wird das Objekt als Büro vermietet. Kann jedoch als Wohnung genutzt werden.Mietzins: CHF 3580.00 inkl. Nebenkostenakonto!","","","",""
"1789666068-80","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=2","1 Zimmer","39m²","CHF 1'410.–","","","CHF 1'410.–","","","","","Gutstr. 11, 8400 Winterthur","","","","","Zentral gelegen mit grüner Umgebung!","","","","","Die Wohnung befindet sich an zentraler Lage in Winterthur und punktet mit hellen und attraktiven Räumlichkeiten. Die Wohnung verfügt zudem über:- Küche mit Glaskeramikherd- Parkett im Wohn-/ Schlafzimmer- Plattenboden in Küche und Bad- Genügend Stauraum dank Einbauschrank und eigenem Kellerabteil Das Objekt ist in der Nähe von diversen Einkaufsmöglichkeiten, öffentlichen Verkehrsmitteln wie auch naturnah gelegen.(Die Fotos entsprechen dem Standard, Abweichungen sind möglich.)","","","",""
"1789666072-81","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer","70m²","CHF 2'490.–","","","CHF 2'490.–","","","","","Frauenfelderstrasse 26, 8404 Winterthur","","","","","Umfassend saniert für mehr Wohnqualität  ""Feliva"", Ihr neues Zuhause","","","","","An der Frauenfelderstrasse 2430 entstehen direkt gegenüber dem SBB-Bahnhof Oberwinterthur 25 modernisierte Mietwohnungen. Die Wohnungen werden umfassend saniert und auf die heutigen Wohnbedürfnisse sowie technischen Standards abgestimmt. - Küche mit Induktionskochfeld und Combi-Steamer von Electrolux- Küche und Nasszellen mit Boden aus Keramikplatten- Alle Wohn- und Schlafzimmer sind mit einem Parkett (Eiche) versehen- Grosszügige Badezimmer mit Dusche- Eigener Waschturm (V-ZUG)- Balkon / Loggia- Eigenes Kellerabteil für jede Wohnung- Parkplätze oder Einzelgaragen können dazu gemietet werden Die Lage bietet ideale Anbindung: Einkaufsmöglichkeiten, Restaurants, Cafés und Freizeiteinrichtungen sind in wenigen Minuten zu Fuss erreichbar. Schulen, Kindergärten und Sportangebote befinden sich in unmittelbarer Nähe, und die Winterthurer Innenstadt ist schnell erreichbar. Perfekt für alle, die Leben in der Stadt mit hoher Lebensqualität verbinden möchten. Sie sind neugierig und wünschen weitere Informationen? Gerne finden Sie alle relevanten Details auf unserer Projektwebseite: www.feliva-winterthur.ch. Wir freuen uns auf Ihre Kontaktaufnahme! Privera Vermarktungsteam Die aufgeführten Impressionen (Visualisierungen und Fotos ) sind urheberrechtlich geschützt und dürfen nicht von Dritten verwendet werden. Die Impressionen zeigen lediglich den Ausbaustandart. Andere Wohnungstypen können von diesen Impressionen abweichen.","","","",""
"1789666072-82","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4 Zimmer","79m²","CHF 2'300.–","","","CHF 2'300.–","","","","","Grenzstrasse 42, 8406 Winterthur","","","","","Zentral wohnen in Winterthur Töss","","","","","An der Grenzstrasse 42 in Winterthur erwartet Sie diese frisch renovierte 4.0-Zimmerwohnung im 1. Obergeschoss. Die Wohnung überzeugt mit hellen Wohnräumen, einem durchdachten Grundriss und einem privaten Balkon.Die Wohnung auf einen Blick: • Frisch renoviert: Modernisiert und bezugsbereit. • Helle Wohnräume: Wohnlicher Charakter dank heller Räumlichkeiten. • Moderne Küche: Zeitgemässe Ausstattung, Backofen und Geschirrspüler. • Badezimmer mit Badewanne: Praktisch und funktional gestaltet. • Privater Balkon: Zusätzlicher Platz zum Entspannen im Freien. • Zentrale Lage: Einkaufsmöglichkeiten, Schulen und öffentliche Verkehrsmittel befinden sich in unmittelbarer Nähe. Die zentrale Lage bietet beste Voraussetzungen für einen komfortablen Alltag. Dank der guten Anbindung an den öffentlichen Verkehr gelangen Sie schnell zum Bahnhof Winterthur sowie in die umliegenden Gemeinden. Die Kombination aus vielfältiger Infrastruktur und nahegelegenen Grünräumen macht diesen Standort besonders attraktiv.Die gezeigten Bilder dienen als Muster und können vom tatsächlichen Objekt abweichen.Weitere Informationen sowie das ganze Wohnungsangebot finden Sie auf der Projektwebseite.","","","",""
"1789666072-83","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4 Zimmer","90m²","CHF 1'800.–","","","CHF 1'800.–","","","","","Breitestrasse 25, 8400 Winterthur","","","","","4-Zimmer-Altbauwohnung an der Breitestrasse in Winterthur (Befristeter Mietvertrag)","","","","","Beschreibung: 4-Zimmer-Wohnung im 1. Obergeschoss eines gepflegten Altbaus an der Breitestrasse 25 in Winterthur. Mit einer Wohnfläche von 90 m² bietet diese Wohnung viel Raum und Gemütlichkeit – ideal für Paare oder Studenten-WG.Lage und Umgebung: Die Wohnung ist ruhig und ist gut besonnt. Die Bushaltestelle ist in nur 5 Gehminuten erreichbar.Diese Altbauwohnung ist ab dem 1. Oktober 2026 verfügbar mit einem befristeter Mietvertrag bis 31. August 2027","","","",""
"1789666072-84","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2.5 Zimmer","49m²","CHF 2'280.–","","","CHF 2'280.–","","","","","Konradstrasse 15b, 8400 Winterthur","","","","","Erstbezug - Urban wohnen an zentraler Lage","","","","","Mit den Mietwohnungen an der Konradstrasse 15 in Winterthur entsteht an zentraler Lage ein einzigartiges Wohnprojekt, das historische Bausubstanz mit moderner Architektur und nachhaltigem Wohnen verbindet.Die 2.5-Zimmerwohnung im 2. Obergeschoss (15b-207) überzeugt mit einem durchdachten Grundriss, einem hellen Wohn- und Essbereich, einem grosszügigen Balkon mit 20.5 m² sowie einem hochwertigen Innenausbau mit Eichenparkett, moderner Küche und stilvollem Badezimmer.Die zentrale Lage nahe Einkaufsmöglichkeiten, Gastronomie und dem Hauptbahnhof Winterthur bietet urbanes Wohnen mit hoher Lebensqualität.Highlights auf einen Blick • Hochwertige Küche mit Electrolux-Geräten (Induktionskochfeld, Kombisteamer und Geschirrspüler) • Eichen-Klötzliparkett im Wohn- und Schlafzimmer • Modernes Badezimmer mit fugenlosem Polyurethanboden und Dusche • Fussbodenheizung • 3-fach-Isolierverglasung • Elektrische Sonnen- und Sichtschutzsysteme • Video-Gegensprechanlage • Lift vorhanden • Kellerabteil • Fernwärmeanschluss Auf Wunsch können Einstellplätze in der Tiefgarage sowie Motorradplätze dazu gemietet werden.Weitere Informationen zum Projekt, das gesamte Wohnungsangebot, verfügbare Besichtigungstermine sowie die Möglichkeit zur direkten Einreichung Ihrer Bewerbung finden Sie unter: www.k15-winterthur.ch.","","","",""
"1789666072-85","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3 Zimmer","72m²","CHF 2'090.–","","","CHF 2'090.–","","","","","Schützenstrasse 42 A, 8400 Winterthur","","","","","Zentrale Lage aber doch ruhig","","","","","Wir vermieten diese 3-Zimmerwohnung an zentraler aber doch ruhiger Wohnlage. Das Wohnobjekt bietet Ihnen die folgenden Annehmlichkeiten: - Korridor mit Parkettboden- Wohnzimmer und Schlafzimmer- mit Parkettboden - moderne Küche- mit Plattenboden - mit Glaskeramikherd- und Geschirrspüler - Badezimmer/WC- Balkon- KellerabteilDie Musterfotos zeigen lediglich den Ausbaustandard der Wohnung. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundrissplan.Eine Garage für CHF 135.00 / Monat kann auf Wunsch separat dazu gemietet werden. Die Liegenschaft befindet sich im Quartier Neuwiesen. Der Bahnhof ""Winterthur"" mit diversen S-Bahnlinien ist in wenigen Gehminuten erreichbar. Das Einkaufszentrum ""Neuwiesen"" mit diversen Einkaufsmöglichkeiten (wie z.B. Migros, Apotheke) erreichen Sie ebenfalls bequem zu Fuss.Geschäfte, Bars und Restaurants? Befindet sich alles in unmittelbarer Nähe der Liegenschaft.Haben wir Ihr Interesse geweckt?Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung.","","","",""
"1789666072-86","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","2 Zimmer","45m²","CHF 1'750.–","","","CHF 1'750.–","","","","","Grenzstrasse 42, 8406 Winterthur","","","","","Ihr neues Zuhause in Winterthur Töss","","","","","An der Grenzstrasse 42 in Winterthur erwartet Sie diese frisch renovierte 2.0-Zimmerwohnung im 2. Obergeschoss. Die Wohnung überzeugt mit hellen Wohnräumen und einem durchdachten Grundriss.Die Wohnung auf einen Blick: • Frisch renoviert: Modernisiert und bezugsbereit. • Helle Wohnräume: Wohnlicher Charakter dank heller Räumlichkeiten und gutem Lichteinfall. • Moderne Küche: Ideal für den täglichen Gebrauch. • Badezimmer mit Badewanne: Praktisch und funktional gestaltet. • Balkon: Zusätzlicher Platz zum Entspannen im Freien. • Zentrale Lage: Einkaufsmöglichkeiten, Schulen und öffentliche Verkehrsmittel befinden sich in unmittelbarer Nähe. Die zentrale Lage bietet beste Voraussetzungen für einen komfortablen Alltag. Dank der guten Anbindung an den öffentlichen Verkehr gelangen Sie schnell zum Bahnhof Winterthur sowie in die umliegenden Gemeinden. Die Kombination aus vielfältiger Infrastruktur und nahegelegenen Grünräumen macht diesen Standort besonders attraktiv.Die gezeigten Bilder dienen als Muster und können vom tatsächlichen Objekt abweichen.Weitere Informationen sowie das ganze Wohnungsangebot finden Sie auf der Projektwebseite.","","","",""
"1789666072-87","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3 Zimmer","66m²","CHF 2'050.–","","","CHF 2'050.–","","","","","Grenzstrasse 42, 8406 Winterthur","","","","","Attraktive 3.0-Zimmerwohnung an guter Lage in Winterthur","","","","","An der Grenzstrasse 42 in Winterthur erwartet Sie diese frisch renovierte 3.0-Zimmerwohnung im 1. Obergeschoss. Die Wohnung überzeugt mit hellen Wohnräumen, einem durchdachten Grundriss und einem privaten Balkon.Die Wohnung auf einen Blick: • Frisch renoviert: Modernisiert und bezugsbereit. • Helle Wohnräume: Wohnlicher Charakter dank heller Räumlichkeiten und gutem Lichteinfall. • Moderne Küche: Zeitgemässe Ausstattung, Backofen und Geschirrspüler. • Badezimmer mit Badewanne: Praktisch und funktional gestaltet. • Privater Balkon: Zusätzlicher Platz zum Entspannen im Freien. • Zentrale Lage: Einkaufsmöglichkeiten, Schulen und öffentliche Verkehrsmittel befinden sich in unmittelbarer Nähe. Die zentrale Lage bietet beste Voraussetzungen für einen komfortablen Alltag. Dank der guten Anbindung an den öffentlichen Verkehr gelangen Sie schnell zum Bahnhof Winterthur sowie in die umliegenden Gemeinden. Die Kombination aus vielfältigen Infrastruktur und nahegelegenen Grünräumen macht diesen Standort besonders attraktiv.Die gezeigten Bilder dienen als Muster und können vom tatsächlichen Objekt abweichen.Weitere Informationen sowie das ganze Wohnungsangebot finden Sie auf der Projektwebseite.","","","",""
"1789666072-88","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer","106m²","CHF 2'800.–","","","CHF 2'800.–","","","","","Barbara Reinhart-Strasse 38, 8404 Winterthur","","","","","Wohnen direkt neben dem Eulachpark","","","","","Diese wunderschöne und moderne 4.5 Zimmer-Wohnung bietet Ihnen nachfolgende Eigenschaften:- grosszügige, helle Räume mit viel Tageslicht dank grossen Fenstern- ansprechende Raumaufteilung- Kinderzimmer mit Faltwand- Balkon- Eichenparkett- Plattenboden (grau/anthrazit) in Nasszellen und Küche- Küche mit schwarzem Granit und weissen Fronten- Badzimmer mit WC- Duschzimmer mit WC- Reduit in der Wohnung samt Waschmaschine und Tumbler- KellerabteilLage:- Bahnhof Oberwinterthur, Bushaltestelle, Eulachpark in unmittelbarer Nähe- Einkaufsmöglichkeiten in versch. Einkaufszentren und Geschäften in der nahen UmgebungDie schweizweit erste Null-Energie-Wohnüberbauung Eulachhof wurde auf dem ehemaligen Industrieareal der Sulzer in Oberwinterthur erstellt. Das nachhaltige Gebäude verfügt über energetische Qualitäten und optische Originalität:- Sinnliches Holzkleid in warmem Farbton um das Gebäude, darunter eine optimale Wärmedämmung- Gewinn des Schweizer Solarpreises dank innovativer Technik- und Architekturlösungen- Grosse Photovoltaikanlage auf dem Hauptdach- Dreifach verglaste, grosse Solarfenster- Unabhängig von fossilen EnergieträgernInteressiert? Melden Sie sich via Kontaktformular und nehmen Sie an unserer unverbindlichen Besichtigung teil.Die Fotos entsprechen einer typenähnlichen Wohnung.","","","",""
"1789666072-89","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","4.5 Zimmer","128m²","CHF 1'490.–","","","CHF 1'490.–","","","","","Technikumstrasse, 8400 Winterthur","","","","","Grosszügige 4.5-Zimmer-Dachwohnung an der Technikumstrasse in Winterthur","","","","","Willkommen in dieser hellen und modernen 4.5-Zimmer-Dachwohnung im 4. Obergeschoss an der begehrten Technikumstrasse in Winterthur. Mit einer grosszügigen Wohnfläche von 128 m² bietet diese Wohnung alles, was das Herz begehrt – und ist ab sofort verfügbar!Die Wohnung überzeugt mit folgenden Highlights: • Moderne Küche: Ausgestattet mit weissen Schränken, dunklen Arbeitsplatten sowie eingebauten Geräten wie Backofen und Mikrowelle – funktional und stilvoll zugleich. • Heller Wohn- und Essbereich: Ein grosszügiger, gut beleuchteter Wohnraum mit Holzboden und weissen Wänden, der Küche und Wohnbereich harmonisch verbindet. • Multifunktionale Zimmer: Flexibel nutzbare Räume, die sich ideal als Schlaf- und Wohnbereiche einrichten lassen. • Sonnige Lage im Sommer: Die Wohnung profitiert im Sommer von viel Sonnenlicht. • Lift und Rollstuhlgängigkeit: Das Gebäude verfügt über einen Lift und ist vollständig rollstuhlgängig. • Parkplatz vorhanden: Ein Parkplatz steht zur Verfügung. Weitere Vorteile: • Kinderfreundlich und haustierfreundlich – ideal für Familien. • Ruhige Nächte dank geringer Bahnlärmbelastung. Lage und Umgebung: Die Wohnung liegt in einer ausgezeichneten Lage im Herzen von Winterthur. Die Bushaltestelle Technikum ist in nur 2 Gehminuten erreichbar, der Hauptbahnhof Winterthur in lediglich 7 Gehminuten zu Fuss. Für den täglichen Bedarf steht ein Migros-Supermarkt in 4 Gehminuten zur Verfügung. Die Steinberg Apotheke Winterthur befindet sich nur 1 Gehminute entfernt – ideal für alle Alltagsbedürfnisse. Familien schätzen die Nähe zur GET Kaderschule, die ebenfalls in 4 Gehminuten erreichbar ist.Diese Dachwohnung vereint urbanes Stadtleben mit hohem Wohnkomfort und ist sofort bezugsbereit. Eine seltene Gelegenheit in einer der attraktivsten Lagen Winterthurs – jetzt zugreifen!","","","",""
"1789666072-90","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","3.5 Zimmer","103m²","CHF 2'660.–","","","CHF 2'660.–","","","","","8404 Winterthur","","","","","Moderne 3.5-Zimmer-Wohnung mit Balkon in Winterthur Hegi","","","","","Der Stadtpark Eulachpark ist nur wenige Schritte von Ihrem neuen Rückzugsort entfernt. Sie leben in einem stark aufstrebenden Quartier, das durch seine perfekte Infrastruktur und kurze Wege überzeugt. Direkt vor der Haustür finden Sie einen 24/7-Supermarkt, einen wöchentlichen Frischmarkt, Kindergärten, Schulen, Fitnessstudios, Geschäfte und Restaurants.Der Bahnhof Winterthur Hegi und die Bushaltestelle sind in 2 Gehminuten erreichbar und garantieren schnelle Verbindungen nach Zürich und zum Flughafen. Das Stadtzentrum ist nur 7 Autominuten entfernt.Die WohnungDank des gut durchdachten Grundrisses verfügt die Wohnung über geräumige Zimmer und eine helle Wohnküche, während der helle Parkettboden (und Fliesen in den Badezimmern) für eine elegante und gemütliche Atmosphäre sorgt.Darüber hinaus bietet Ihnen Ihr neues Zuhause folgende Vorteile: • Grosse Fensterfronten und Fenster in allen Zimmern • Grosse Wohnküche • 2 Badezimmer/WC (Doppelbad) • Eingangsbereich mit Garderobe und Einbauschränken • Reduit mit Waschmaschine und Tumbler (Waschturm) • Grosser externer Abstellraum auf dem Balkon • Privates Kellerabteil Details und Übernahmebedingungen (Nachmiete)Zusammen mit der Wohnung muss obligatorisch ein Parkplatz in der Tiefgarage übernommen werden (CHF 150.– / Monat).MöbelpaketUm die Übernahmeformalitäten zu beschleunigen, bieten wir ein Möbelpaket (Möbel in neuwertigem Zustand) zu einem äusserst vorteilhaften und reduzierten Pauschalpreis an: • Grosser Kleiderschrank mit Beleuchtung • Küchentisch aus Eiche und sechs gepolsterte Stühle • Badezimmermöbel aus Bambus • Massgeschneiderte Vorhänge in Küche und Wohnzimmer • Verdunkelungsvorhänge im Schlafzimmer • Weisses Bücherregal • Magnet-Messerleisten aus Bambus Weitere Details und Preise werden privat mitgeteilt.🇬🇧 EnglishModern 3.5-room apartment with balcony in Winterthur HegiThe LocationThe Eulachpark city park is just a few steps away from your new retreat. You will live in a rapidly growing neighborhood that stands out for its perfect infrastructure and short distances. Right at your doorstep, you will find a 24/7 supermarket, a weekly fresh produce market, kindergartens, schools, gyms, shops, and restaurants.The Winterthur Hegi train station and bus stop are a 2-minute walk away, ensuring quick connections to Zurich and the airport. The city center is just a 7-minute drive away.The ApartmentThanks to the well-thought-out layout, the apartment features spacious rooms and a bright eat-in kitchen, while the light parquet flooring (and tiles in the bathrooms) ensures an elegant and cozy atmosphere.Furthermore, your new home offers the following benefits: • Large glass panels and windows in all rooms • Large eat-in kitchen • 2 Bathrooms/WC • Entrance with wardrobe and built-in closets • Reduit with washer-dryer column (wash tower) • Large external storage room on the balcony • Private cellar Takeover Details and ConditionsAlong with the apartment, an underground parking space must mandatorily be taken over (CHF 150.- / month).Furniture PackageTo speed up the takeover process, we offer a furniture package (furniture in like-new condition) at an extremely advantageous and discounted flat rate: • Large wardrobe with lighting • Oak kitchen table and six upholstered chairs • Bamboo bathroom furniture • Custom-made curtains in the kitchen and living room • Blackout curtains in the bedroom • White bookcase • Bamboo magnetic knife racks Further details and prices will be communicated privately.","","","",""
"1789666072-91","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","1 Zimmer","14m²","CHF 1'050.–","","","CHF 1'050.–","","","","","Unterwegli, 8404 Winterthur","","","","","Möbliertes Zimmer zentral - Heute einziehen","","","","","Modern möbliertes Zimmer in 'Winterthur' - günstig und alles inklusiveKomfortables Zimmer in guter Lage - ideal für Berufstätige und Wochenaufenthalter. Komplett möbliert mit Bett (inkl. Bettwäsche), grossem Kleiderschrank, Schreibtisch mit Stuhl, Regal, Nachttisch, Lampen und LCD-TV. Kostenloses WLAN ist ebenfalls inklusive.Die Reinigung der gemeinsamen Bereiche (Küche, Bad, Flur) erfolgt regelmässig und ist im Mietpreis enthalten. Auch sämtliche Nebenkosten wie Strom, Wasser und Heizung sind inklusive.Das Badezimmer und die Küche werden mit ruhigen und freundlichen Mitbewohner/innen geteilt. Die Wohnatmosphäre ist gepflegt, mit klaren Regeln für Ruhe und Sauberkeit - keine klassische WG. Man sagt sich Hallo, aber jeder lebt sein eigenes Leben.Es wird kein Betreibungsauszug und keine Arbeitgeberbescheinigung verlangt, da bei uns der Mensch im Zentrum steht. Wir wollen nur seriöse und anständige Mieter/innen haben. Der Einzug ist je nach Verfügbarkeit bereits heute oder nach Vereinbarung möglich. Die Mindestmietdauer beträgt 1 Monat. Kündigungsfrist wahlweise 14 oder 30 Tage. Die Kaution beträgt 1 Monatsmiete (Keine Ratenzahlung möglich).Nach deiner Anfrage meldet sich Nina Fuchs umgehend bei dir. Sie beantwortet alle Fragen, organisiert Besichtigungen (auch per Video) und begleitet dich persönlich durch den gesamten Mietprozess.Bitte beachten Sie, dass es sich um Muster bzw. Beispielbilder handelt. Gerne vereinbaren wir eine persönliche Besichtigung.Einfach Anfrage senden - Nina Fuchs wird sich so schnell wie möglich melden.Wir von Apartment24 vermieten nicht nur in Winterthur. Wir sind der grösste Anbieter von möblierten Zimmern und CoLiving Angeboten in der Schweiz.Weitere Informationen: https://apartment24.ch/de/zimmer/Unterwegli-Winterthur/50ENGLISHBright furnished room in 'Winterthur' - flexible and all-inclusiveA clean and bright room - ideal for professionals, students or weekly commuters. Fully furnished with a bed (including bedding), large wardrobe, desk with chair, shelf, nightstand, lamps, and an LCD TV. Free high-speed Wi-Fi is included.Weekly cleaning of the shared areas (kitchen, bathroom, hallway) is included in the rent. All utilities such as electricity, water, and heating are also covered.The kitchen and bathroom are shared with quiet and friendly roommates. The atmosphere is respectful and clean - not a typical shared flat (WG), but a peaceful living setup.No credit report or employer confirmation required. Move-in is possible immediately or by arrangement. Minimum rental period is 1 month. Cancellation period is either 14 or 30 days, depending on your needs. A security deposit or confirmation for local registration can be provided if needed.As soon as you send your request, Nina Fuchs will get in touch with you directly. She'll answer all your questions, organize a viewing (also via video call), and personally guide you through the rental process.Please note that these are samples or example images.Just send your inquiry - Nina Fuchs will respond as quickly as possible.At Apartment24, we don't just rent in 'Winterthur'. We are the largest provider of furnished rooms in Switzerland. Details: https://apartment24.ch/en/room/offer/50","","","",""
"1789666072-92","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=1","1 Zimmer","17m²","CHF 950.–","","","CHF 950.–","","","","","Wülflingerstrasse, 8408 Winterthur","","","","","Möbliertes Zimmer zentral - Heute einziehen","","","","","Modern möbliertes Zimmer in 'Winterthur' - günstig und alles inklusiveSchönes, möbliertes und helles Zimmer - ideal, wenn man nicht viel Geld fürs Wohnen ausgeben möchte. Komplett möbliert mit Bett (inkl. Bettwäsche), grossem Kleiderschrank, Schreibtisch mit Stuhl, Regal, Nachttisch, Lampen und LCD-TV. Kostenloses WLAN ist ebenfalls inklusive.Die Reinigung der gemeinsamen Bereiche (Küche, Bad, Flur) erfolgt regelmässig und ist im Mietpreis enthalten. Auch sämtliche Nebenkosten wie Strom, Wasser und Heizung sind inklusive.Das Badezimmer und die Küche werden mit ruhigen und freundlichen Mitbewohner/innen geteilt. Die Wohnatmosphäre ist gepflegt, mit klaren Regeln für Ruhe und Sauberkeit - keine klassische WG. Man sagt sich Hallo, aber jeder lebt sein eigenes Leben.Es wird kein Betreibungsauszug und keine Arbeitgeberbescheinigung verlangt, da bei uns der Mensch im Zentrum steht. Wir wollen nur seriöse und anständige Mieter/innen haben. Der Einzug ist je nach Verfügbarkeit bereits heute oder nach Vereinbarung möglich. Die Mindestmietdauer beträgt 1 Monat. Kündigungsfrist wahlweise 14 oder 30 Tage. Die Kaution beträgt 1 Monatsmiete (Keine Ratenzahlung möglich).Nach deiner Anfrage meldet sich Nina Fuchs umgehend bei dir. Sie beantwortet alle Fragen, organisiert Besichtigungen (auch per Video) und begleitet dich persönlich durch den gesamten Mietprozess.Bitte beachten Sie, dass es sich um Muster bzw. Beispielbilder handelt. Gerne vereinbaren wir eine persönliche Besichtigung.Einfach Anfrage senden - Nina Fuchs wird sich so schnell wie möglich melden.Wir von Apartment24 vermieten nicht nur in Winterthur. Wir sind der grösste Anbieter von möblierten Zimmern und CoLiving Angeboten in der Schweiz.Weitere Informationen: https://apartment24.ch/de/zimmer/Wuelflingerstrasse-Winterthur/2540ENGLISHBright furnished room in 'Winterthur' - flexible and all-inclusiveA clean and bright room - ideal for professionals, students or weekly commuters. Fully furnished with a bed (including bedding), large wardrobe, desk with chair, shelf, nightstand, lamps, and an LCD TV. Free high-speed Wi-Fi is included.Weekly cleaning of the shared areas (kitchen, bathroom, hallway) is included in the rent. All utilities such as electricity, water, and heating are also covered.The kitchen and bathroom are shared with quiet and friendly roommates. The atmosphere is respectful and clean - not a typical shared flat (WG), but a peaceful living setup.No credit report or employer confirmation required. Move-in is possible immediately or by arrangement. Minimum rental period is 1 month. Cancellation period is either 14 or 30 days, depending on your needs. A security deposit or confirmation for local registration can be provided if needed.As soon as you send your request, Nina Fuchs will get in touch with you directly. She'll answer all your questions, organize a viewing (also via video call), and personally guide you through the rental process.Please note that these are samples or example images.Just send your inquiry - Nina Fuchs will respond as quickly as possible.At Apartment24, we don't just rent in 'Winterthur'. We are the largest provider of furnished rooms in Switzerland. Details: https://apartment24.ch/en/room/offer/2540","","","",""
